"Compounds ID"	"Tags"	"Checked"	"Name"	"Formula"	"Annot. Source: Predicted Compositions"	"Annot. Source: mzCloud Search"	"Annot. Source: mzVault Search"	"Annot. Source: ChemSpider Search"	"Annot. DeltaMass [ppm]"	"Calc. MW"	"m/z"	"RT [min]"	"Area (Max.)"	"# ChemSpider Results"	"# mzCloud Results"	"# mzVault Results"	"mzCloud Best Match"	"mzCloud Best Match Confidence"	"mzCloud Best Sim. Match"	"mzVault Best Match"	"# Usable QC"	"RSD QC Areas [%]"	"RSD Corr. QC Areas [%]"	"MS2"	"Reference Ion"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 1.raw (F1)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 2.raw (F2)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 3.raw (F3)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 4.raw (F4)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 5.raw (F5)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 6.raw (F6)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 7.raw (F7)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 8.raw (F8)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 9.raw (F9)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 10.raw (F10)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 11.raw (F11)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 12.raw (F12)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 13.raw (F13)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 14.raw (F14)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 15.raw (F15)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 16.raw (F16)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 17.raw (F17)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 18.raw (F18)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 19.raw (F19)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 20.raw (F20)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 21.raw (F21)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 22.raw (F22)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 23.raw (F23)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 24.raw (F24)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 25.raw (F25)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 26.raw (F26)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 27.raw (F27)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 28.raw (F28)"	"Norm. Area: 220923_SG_Fredrik_RP_extractionblank_2.raw (F32)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_1.raw (F36)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_2.raw (F37)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_3.raw (F38)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_4.raw (F39)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_5.raw (F40)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_6.raw (F41)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_7.raw (F42)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 1.raw (F1)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 2.raw (F2)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 3.raw (F3)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 4.raw (F4)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 5.raw (F5)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 6.raw (F6)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 7.raw (F7)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 8.raw (F8)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 9.raw (F9)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 10.raw (F10)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 11.raw (F11)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 12.raw (F12)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 13.raw (F13)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 14.raw (F14)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 15.raw (F15)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 16.raw (F16)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 17.raw (F17)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 18.raw (F18)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 19.raw (F19)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 20.raw (F20)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 21.raw (F21)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 22.raw (F22)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 23.raw (F23)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 24.raw (F24)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 25.raw (F25)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 26.raw (F26)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 27.raw (F27)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 28.raw (F28)"	"Peak Rating: 220923_SG_Fredrik_RP_extractionblank_2.raw (F32)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_1.raw (F36)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_2.raw (F37)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_3.raw (F38)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_4.raw (F39)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_5.raw (F40)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_6.raw (F41)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_7.raw (F42)"
"3971"	"D"	"False"	"Ethyl 3-(abieta-8,11,13-trien-18-ylamino)-2-methyl-3-oxopropanoate"	"C26 H39 N O3"	"Full match"	"No results"	"No results"	"Full match"	"0.77"	"413.29331"	"414.30059"	"8.077"	"629622.356143999"	"8"	"0"	"0"	""	""	""	""	"7"	"13"	"12"	"PreferredDDA"	"[M+H]+1"	"330428.321813326"	"7022.36634239669"	"43807.4828786184"	"7149.84736825772"	"7085.74268015473"	"7253.14551658993"	"150711.371570781"	"146132.144107313"	"8513.86237846285"	"105274.854903546"	"7938.90391444455"	"200489.471700709"	"7794.96836803275"	"7316.93646354766"	"170740.104312858"	"7760.29869794845"	"7743.31427353159"	"37775.2419736359"	"389887.198429261"	"8378.94406474901"	"265397.725604465"	"53684.8864458072"	"123950.704515085"	"9263.93556402911"	"7818.84418503722"	"268670.116251488"	"667432.576344645"	"12985.8305310229"	"5310.02734891201"	"98912.9468121723"	"114515.680523967"	"85277.3853515014"	"110336.080310904"	"118981.179952734"	"91874.3722543953"	"104019.49938632"	"5.2"	""	""	""	""	""	"7.4"	"3.0"	""	"2.7"	""	"4.1"	""	""	"3.6"	""	""	""	"5.8"	""	"5.2"	"4.3"	"3.3"	""	""	"6.3"	"7.7"	""	""	"3.8"	"3.8"	"7.1"	"3.8"	"4.3"	"3.3"	"4.9"
"4720"	"C"	"False"	"[(3S)-3-(5-Benzyl-1,3,4-oxadiazol-2-yl)-1-pyrrolidinyl](3-pyridinyl)methanone"	"C19 H18 N4 O2"	"No match"	"Invalid mass"	"No results"	"No results"	"65780.65"	"356.12312"	"357.13039"	"7.290"	"619580.791465131"	"0"	"12"	"0"	"48.8"	"7.4"	"27.3"	""	"7"	"4"	"2"	"PreferredDDA"	"[M+H]+1"	"476651.894789383"	"388131.5447224"	"158956.72659844"	"176898.888622125"	"312140.330494621"	"352714.156364323"	"517547.199467632"	"283083.349521054"	"65657.0319488377"	"337477.792256623"	"391004.279589101"	"559977.266865161"	"168095.949842945"	"398656.464202432"	"504980.061831739"	"57058.4999439359"	"200976.820903782"	"328127.590938146"	"345974.887843214"	"58663.8465684538"	"536006.003438853"	"327659.264474996"	"302243.49584439"	"10837.3842568106"	"9829.60085761504"	"449810.197473903"	"637270.790215492"	"141061.870472102"	"7221.25701577175"	"353605.45060915"	"347049.099631855"	"354537.076513129"	"346726.525823514"	"333824.464750162"	"352235.955025306"	"358851.306581908"	"7.7"	"5.5"	"3.6"	""	"4.1"	"6.3"	"7.2"	"7.4"	""	"6.3"	"7.2"	"7.7"	"4.1"	"7.2"	"7.2"	""	"6.8"	"6.3"	"4.7"	""	"7.7"	"7.4"	"5.8"	""	""	"5.5"	"7.2"	""	""	"5.8"	"5.2"	"7.4"	"6.3"	"6.3"	"5.8"	"5.2"
"4340"	"C"	"False"	"methyl 2,5-dimethyl-1H-pyrrole-3-carboxylate"	"C8 H11 N O2"	"No match"	"Invalid mass"	"No results"	"No match"	"143614.60"	"175.06335"	"176.07063"	"4.187"	"616761.628657274"	"65"	"10"	"0"	"44.1"	"7.2"	"29.5"	""	"7"	"13"	"9"	"PreferredDDA"	"[M+H]+1"	"548386.509825268"	"8445.64301244287"	"77730.5475385853"	"7819.0213381085"	"24333.5636566809"	"21524.2559999025"	"471090.889451288"	"113452.071001603"	"31871.7955608612"	"172339.475481602"	"21113.8249723361"	"536056.573213376"	"9650.82499582924"	"12656.2672053428"	"544610.729441906"	"14782.4412194205"	"8915.53917319784"	"198725.196529034"	"417988.823235289"	"11059.6065121717"	"574104.651436222"	"497657.077784226"	"606063.248347224"	"12981.4302422219"	"29533.4054699562"	"673882.784710794"	"677041.532788262"	"187709.746548213"	"5055.61985926687"	"232242.559156162"	"207899.626126559"	"246138.507481009"	"219328.947454211"	"190021.675580413"	"246404.662617173"	"223793.965668831"	"7.7"	""	""	""	""	""	"7.7"	""	""	""	""	"7.7"	""	""	"7.2"	""	""	""	"7.2"	""	"6.6"	"7.7"	"7.2"	""	""	"7.2"	"7.7"	""	""	"5.8"	""	"4.7"	"4.7"	""	""	"5.8"
"3558"	"D"	"False"	"1-(4-Morpholinylcarbonyl)-4-imidazolidinone"	"C8 H13 N3 O3"	"Full match"	"No results"	"No results"	"Full match"	"0.76"	"199.09584"	"200.10315"	"1.588"	"612301.238480596"	"5"	"0"	"0"	""	""	""	""	"7"	"7"	"6"	"PreferredDDA"	"[M+H]+1"	"642680.364483099"	"57311.8200381102"	"77299.6655434268"	"25052.895603832"	"24386.7211994875"	"36648.4445787226"	"517611.230557574"	"103204.183091473"	"27127.8820777524"	"171248.999861923"	"35068.8059154796"	"539177.414764795"	"48906.9008890815"	"42566.6313105897"	"369215.38743986"	"39192.8011070724"	"33159.5216907328"	"165851.969131146"	"252222.898307506"	"29071.0019076271"	"493199.537141249"	"322598.386974958"	"475229.462323236"	"29860.9022383503"	"95510.9865541962"	"259751.62652464"	"305480.690882931"	"156081.317139748"	"7663.98309469084"	"220838.235602743"	"206913.551337719"	"183689.411139871"	"199770.43553216"	"200015.352305169"	"209283.43060635"	"209687.272008043"	"7.2"	""	""	""	""	""	"8.8"	""	""	"3.6"	""	"6.6"	""	""	"4.7"	""	""	"4.1"	"5.2"	""	"6.6"	"6.3"	"8.8"	""	""	"7.4"	"7.9"	"7.4"	""	"6.3"	"5.8"	"6.8"	"4.7"	"3.0"	"4.1"	"5.8"
"4077"	"B"	"False"	"(S)-Equol"	"C15 H14 O3"	"Full match"	"Full match"	"No results"	"Full match"	"0.20"	"242.09434"	"243.10162"	"5.768"	"610723.007630441"	"85"	"6"	"0"	"76.7"	"48.1"	""	""	"7"	"4"	"4"	"PreferredDDA"	"[M+H]+1"	"294429.549256914"	"406860.795205505"	"68607.5283845747"	"264615.028234972"	"205904.118151964"	"252461.99749493"	"335637.684733571"	"172028.940991291"	"213591.846866492"	"175387.543286565"	"525043.687486203"	"410653.015477567"	"241214.773111087"	"421690.097017525"	"279110.945892751"	"369920.163684628"	"191850.303775176"	"70888.9269879611"	"114014.257119011"	"366211.978203946"	"609864.270407382"	"336184.814729943"	"369012.597358344"	"166486.88188589"	"385865.812720116"	"305557.014751357"	"433471.990696839"	"173170.678589785"	"6178.76934107833"	"285993.868118634"	"295151.821115802"	"315395.871229348"	"306159.140611976"	"281212.199098683"	"289798.149429732"	"307152.404362626"	"6.8"	"5.5"	""	"5.2"	"5.2"	"5.2"	"6.8"	"3.6"	"2.5"	"5.2"	"8.3"	"6.6"	"4.1"	"6.6"	"5.8"	"7.9"	"6.3"	""	""	"7.4"	"8.3"	"6.3"	"6.8"	"6.8"	"5.8"	"5.8"	"5.0"	"6.3"	""	"5.8"	"6.3"	"5.8"	"7.4"	"6.3"	"6.3"	"6.3"
"3795"	"C"	"False"	"4-{2-[(3-carboxyacryloyl)amino]-3,4,5,6-tetramethylanilino}-4-oxobut-2-enoic acid"	"C18 H20 N2 O6"	"Full match"	"Full match"	"No results"	"Partial match"	"0.67"	"360.13238"	"361.13965"	"4.436"	"610707.83677527"	"11"	"3"	"0"	"31.8"	"6.6"	"27.9"	""	"7"	"11"	"5"	"PreferredDDA"	"[M+H]+1"	"78222.2550768751"	"208753.481048449"	"76729.0620472772"	"154235.586486859"	"88358.4156618623"	"141880.236714646"	"223493.262291682"	"415660.413845927"	"635701.444682697"	"31118.0750462973"	"55210.6539595777"	"86609.1828799045"	"229800.019836697"	"208582.17661656"	"137508.346242843"	"156632.242775885"	"135546.881971816"	"304119.249644502"	"202796.517184133"	"495681.882755697"	"316908.776772719"	"90321.7100118066"	"25689.0909855598"	"120413.924386286"	"47903.4681814763"	"136454.758917681"	"250655.331985904"	"206558.100175236"	"6641.51412024046"	"203558.785121467"	"200697.854935216"	"215247.921099252"	"201067.794512432"	"209476.429610115"	"189152.37403558"	"217646.918045022"	""	"2.0"	""	"5.4"	""	"6.5"	"4.7"	"6.6"	"8.3"	""	""	"4.3"	"4.7"	"5.8"	"4.9"	"2.0"	"7.1"	"7.4"	"7.4"	"7.7"	"7.4"	"3.3"	""	""	"4.3"	"7.4"	"8.5"	"4.1"	""	"5.8"	"2.0"	"6.8"	"7.9"	"5.8"	"7.4"	"2.5"
"4304"	"D"	"False"	"1,3,3-Trimethyl-6-[(3-nitrophenyl)sulfonyl]-6-azabicyclo[3.2.1]octane"	"C16 H22 N2 O4 S"	"Full match"	"Invalid mass"	"No results"	"Not the top hit"	"0.61"	"338.13024"	"339.13751"	"5.725"	"602822.555352896"	"9"	"4"	"0"	""	""	"22.9"	""	"7"	"7"	"6"	"PreferredDDA"	"[M+H]+1"	"282834.981238009"	"198715.63824696"	"79793.528348282"	"77946.5078997115"	"79498.7309426983"	"109943.674177738"	"372302.673695999"	"177463.330781872"	"37806.4478111742"	"591858.253658719"	"382825.865542128"	"598327.9554925"	"50437.1104887752"	"209731.61088203"	"319438.902262406"	"30795.5464596073"	"272861.638867225"	"326933.846107682"	"327042.99252599"	"7468.44432310579"	"317703.02532914"	"225165.455027006"	"301145.138038917"	"7704.65618464052"	"6571.40245739467"	"321052.838200611"	"209460.249437127"	"79204.6867081443"	"4891.46803156271"	"166588.314446846"	"157146.582080807"	"154588.492224142"	"137925.245578017"	"158093.66554402"	"165107.449367305"	"158247.711683246"	"5.8"	"4.1"	""	""	""	""	"6.3"	"5.2"	""	"7.7"	"6.8"	"8.3"	""	"4.7"	"6.3"	""	"6.3"	"5.8"	"4.7"	""	"6.3"	"5.8"	"7.4"	""	""	"6.8"	"5.2"	""	""	""	"5.2"	"6.3"	"4.3"	"6.3"	"5.8"	"3.6"
"2122"	""	"False"	""	"C12 H14 Cl N2 O13 P3"	"Full match"	"No results"	"No results"	"No results"	"-1.50"	"521.93894"	"522.94622"	"0.961"	"601276.643410002"	"0"	"0"	"0"	""	""	""	""	"7"	"22"	"22"	"NoMSn"	"[M+H]+1"	"472759.373642121"	"237993.189365356"	"292597.612665081"	"203334.543232007"	"223004.011639289"	"442335.390098161"	"261643.865148207"	"201425.247193531"	"100472.564294073"	"244078.409923768"	"278146.491096484"	"231925.426387677"	"205933.631373837"	"386333.531273328"	"292011.307098487"	"304089.709714891"	"251189.788624776"	"402391.819279845"	"216484.545892007"	"73674.7944216578"	"477501.368595359"	"226897.820008744"	"354596.026128033"	"46192.5273012334"	"215449.630549799"	"223128.084670846"	"644161.29125813"	"249502.23367166"	"2027.00738218401"	"232702.72373872"	"247998.418292177"	"287417.58500886"	"379767.563194353"	"223683.769423746"	"212391.332819178"	"289282.353594639"	"6.1"	"8.5"	"4.7"	"7.9"	"7.9"	"2.8"	"7.9"	"8.5"	"7.1"	""	"7.9"	"7.4"	"7.9"	"7.4"	"6.3"	"7.9"	"7.9"	"7.7"	""	""	"2.8"	"7.9"	"4.1"	""	"3.0"	""	"3.4"	"7.9"	""	"7.4"	""	"7.9"	"7.9"	"7.9"	"7.9"	"7.4"
"4270"	""	"False"	"NP-012017"	"C13 H22 O5"	"No match"	"Invalid mass"	"No results"	"No match"	"65957.00"	"275.17331"	"276.18058"	"2.811"	"598717.278570417"	"2"	"15"	"0"	"64.9"	"8.2"	"21.5"	""	"7"	"8"	"8"	"PreferredDDA"	"[M+H]+1"	"383673.40350704"	"89644.5550372381"	"108047.212463534"	"115252.127932307"	"207240.265490016"	"111867.361737637"	"214945.342324865"	"119844.823363577"	"56473.4509503406"	"189113.011145216"	"34970.2975801009"	"247988.857601201"	"441327.561370221"	"70846.7274895886"	"240349.68415354"	"36110.5801208735"	"9333.66128830766"	"90433.4069431841"	"355468.057235456"	"406341.947979878"	"299413.280857735"	"270005.842900021"	"79131.7647912734"	"255205.03784083"	"269543.583890684"	"603967.566920534"	"585804.425564651"	"263757.093782265"	"5490.95285379282"	"253425.279618637"	"266830.261643177"	"208365.801015282"	"267999.333851656"	"258867.04690804"	"244879.660798963"	"250380.619080385"	"6.8"	""	"3.8"	"3.3"	"4.1"	"4.3"	"4.1"	"2.2"	""	"3.6"	""	"7.4"	"7.7"	""	"4.1"	""	""	""	"6.3"	"7.2"	"6.8"	"4.7"	""	"7.4"	"6.8"	"8.3"	"7.7"	"7.9"	""	"5.2"	"5.8"	""	"5.8"	"5.2"	"5.2"	"5.2"
"4159"	"D"	"False"	"(5E)-5-(3,4-Dimethoxybenzylidene)-1,3-dipropionyl-2,4-imidazolidinedione"	"C18 H20 N2 O6"	"Full match"	"No results"	"No results"	"Full match"	"0.69"	"360.13239"	"361.13966"	"5.633"	"592852.430078009"	"11"	"0"	"0"	""	""	""	""	"7"	"9"	"4"	"PreferredDDA"	"[M+H]+1"	"116411.951976127"	"234747.279985672"	"92335.8192048027"	"161327.132013506"	"130112.632621507"	"196630.965627722"	"290055.725015164"	"467400.888469386"	"613918.619689041"	"52099.8397182529"	"77478.4906303585"	"128398.815175355"	"255333.970904943"	"239812.466787306"	"175732.771141259"	"191856.508316126"	"151816.557604181"	"370692.287026153"	"219654.347293133"	"515893.000215248"	"395564.436592988"	"125458.397110435"	"62157.6001509496"	"206340.836782286"	"44200.3126403106"	"171068.470742532"	"312369.910368246"	"229202.583132228"	"7074.04187707139"	"283558.422566024"	"271499.17577972"	"295167.2218999"	"295195.324427563"	"298177.702469907"	"287009.852983492"	"269965.730935344"	"4.3"	"6.3"	""	"5.2"	"4.3"	"3.6"	"7.4"	"6.6"	"6.6"	""	""	"7.1"	""	"7.9"	"5.2"	"7.9"	"6.3"	"5.8"	"5.2"	"7.7"	"7.2"	"5.4"	""	"5.2"	""	""	"6.8"	"4.1"	""	"5.2"	"7.4"	"4.7"	"6.3"	"5.8"	"6.3"	"7.4"
"4722"	"D"	"False"	"2,5-Bis[(2-hydroxypropyl)amino]-3,6-dimethyl-1,4-benzoquinone"	"C14 H22 N2 O4"	"Full match"	"No results"	"No results"	"Full match"	"0.47"	"282.15809"	"283.16537"	"2.351"	"591442.545258184"	"2"	"0"	"0"	""	""	""	""	"7"	"10"	"7"	"NoMSn"	"[M+H]+1"	"187103.126186584"	"8972.62704335341"	"15522.3603049267"	"9791.06551486028"	"8997.69039756302"	"9095.95389838125"	"534748.997249202"	"23662.5569829685"	"10941.4204379851"	"49252.2046874103"	"7588.92648630994"	"600614.683135645"	"11723.7256971159"	"9416.27846046016"	"252958.565032169"	"9416.83001840908"	"12641.6518692864"	"32012.209132063"	"286838.638800394"	"10290.1777977073"	"175400.029862323"	"388870.450183666"	"195308.932710908"	"9070.187795495"	"24586.0315081543"	"203126.258321641"	"68447.4684161578"	"14912.0784528086"	"7286.50386238651"	"109142.368875211"	"117593.169178355"	"111131.297337763"	"95688.4254624902"	"107993.45672598"	"106181.61203606"	"120172.374880248"	"3.6"	""	""	""	""	""	"7.2"	""	""	""	""	"7.2"	""	""	"6.8"	""	""	""	"7.4"	""	""	"7.2"	""	""	""	"7.4"	"1.6"	""	""	""	""	""	"6.5"	"4.9"	""	"2.7"
"3261"	""	"False"	""	"C7 H7 Cl2 N5 O2 P2"	"Full match"	"No results"	"No results"	"No results"	"-0.28"	"324.94511"	"325.95239"	"0.886"	"588991.801907881"	"0"	"0"	"0"	""	""	""	""	"7"	"8"	"7"	"NoMSn"	"[M+H]+1"	"347856.593719869"	"446301.317964613"	"348289.666045775"	"355962.716032268"	"296755.991589564"	"350556.257144667"	"384265.474674801"	"423586.50702251"	"339190.241027262"	"417217.827833859"	"365875.884925476"	"372233.789341539"	"323231.011703689"	"256605.269101544"	"378301.11587677"	"328851.602564142"	"304375.54650486"	"369121.170992118"	"356260.632747424"	"344256.655481937"	"381864.24554428"	"357791.48173131"	"317501.215997023"	"309578.898278729"	"565193.200165695"	"330401.820981316"	"334386.951405635"	"400102.89686971"	"6040.34847913679"	"382098.204719291"	"363502.21281992"	"383702.429816061"	"382308.580280499"	"342112.416826415"	"349358.876984031"	"414223.952831312"	"4.1"	"4.5"	""	"6.3"	"6.8"	""	"5.2"	"7.2"	"4.1"	"5.0"	""	"6.8"	"5.2"	"7.4"	"4.7"	""	""	""	"7.4"	"6.8"	"7.2"	"4.1"	"6.8"	"4.7"	"7.7"	"2.0"	"6.3"	"7.2"	""	""	"4.7"	"6.8"	""	"5.2"	"4.1"	"5.0"
"4180"	"D"	"False"	"Methyl 2,4-dioxo-3-pyrrolidinecarboxylate"	"C6 H7 N O4"	"Full match"	"No results"	"No results"	"Full match"	"0.21"	"157.03754"	"158.04482"	"4.341"	"587405.298104909"	"7"	"0"	"0"	""	""	""	""	"7"	"4"	"4"	"NoMSn"	"[M+H]+1"	"578250.526283825"	"33564.9035232744"	"43091.4079478619"	"21274.268600168"	"21972.6615919828"	"18629.9881783844"	"574299.604344114"	"46355.9301981891"	"25511.0198334965"	"59608.4360928797"	"16008.2073508573"	"435419.677751889"	"49277.2749220406"	"21500.8006563464"	"443780.27581512"	"34179.3886129944"	"48099.7843261531"	"58779.7863280633"	"468469.167103595"	"14450.0141522219"	"585265.489966086"	"405555.86831293"	"536870.368566218"	"33189.2802411259"	"85908.0187428223"	"483530.015858974"	"553701.410126738"	"38568.9679771656"	"5895.41895033041"	"213694.538677695"	"195229.65211892"	"222303.545270514"	"204792.827527444"	"206569.559080643"	"212696.733076764"	"204583.542067036"	"7.2"	""	""	""	""	""	"7.7"	""	""	""	""	"7.2"	""	""	"7.2"	""	""	""	"7.2"	""	"7.7"	"7.7"	""	""	""	"6.1"	"7.7"	""	""	""	""	"6.3"	"5.8"	""	""	""
"4052"	"D"	"False"	"JR4362000"	"C19 H30 O4"	"Full match"	"No results"	"No results"	"Full match"	"0.75"	"322.21465"	"323.22193"	"9.637"	"579230.817538851"	"15"	"0"	"0"	""	""	""	""	"7"	"11"	"11"	"PreferredDDA"	"[M+H]+1"	"340527.76264412"	"209948.21965704"	"90801.9791393071"	"279507.36366404"	"177302.50337164"	"272805.344208601"	"281104.385985074"	"160322.377281931"	"92227.3895934265"	"132343.57172732"	"234276.018288257"	"387516.651040963"	"226792.625892038"	"93517.2963997651"	"284449.662433757"	"68111.9175398444"	"68873.6955053212"	"170622.337565334"	"226979.734914046"	"168398.569851083"	"447547.557870621"	"206711.045405871"	"330634.40354171"	"190807.276080987"	"95163.3324622539"	"385921.301745237"	"578463.504933525"	"150363.447520585"	"6749.90783569222"	"252688.037705435"	"185400.814419686"	"250956.924960176"	"247922.667233985"	"222109.681870697"	"211044.467919693"	"242153.189601975"	"6.3"	"3.6"	"2.7"	"5.8"	"4.7"	"4.1"	"3.6"	"3.6"	"2.2"	""	"7.4"	"4.7"	"5.2"	"7.6"	"5.2"	""	""	"3.0"	"5.8"	"4.7"	"6.1"	"3.6"	"4.7"	"5.8"	""	"5.8"	"7.2"	"3.0"	""	"5.2"	"7.4"	"3.6"	"3.6"	"5.2"	"4.7"	"3.6"
"4488"	"D"	"False"	"1,1-Dimethyl-3-(2H-tetrazol-5-yl)urea"	"C4 H8 N6 O"	"Full match"	"No results"	"No results"	"Full match"	"1.91"	"156.07626"	"157.08353"	"2.082"	"578186.79822692"	"1"	"0"	"0"	""	""	""	""	"7"	"5"	"5"	"PreferredDDA"	"[M+H]+1"	"215906.066359639"	"277116.675712984"	"398925.957421948"	"371868.747003434"	"352704.98317728"	"316178.960336625"	"318428.30041396"	"341669.251577914"	"485863.552410324"	"210150.723266602"	"343285.449264751"	"209461.441822275"	"558858.309560106"	"239282.077447199"	"298711.474708518"	"289221.386602911"	"187010.688135795"	"172627.497071583"	"352852.180024618"	"368665.093898059"	"200867.073874999"	"291553.994446872"	"131381.698554396"	"574059.525932445"	"21057.9838126817"	"265921.478884231"	"359757.78343445"	"227096.210206939"	"22597.6857742037"	"309408.459937212"	"263222.180252017"	"276779.053733624"	"288462.750533135"	"295551.706154189"	"283164.383111402"	"281813.046624964"	""	""	"8.3"	"6.8"	"6.3"	""	""	"4.7"	"7.2"	""	""	""	"7.2"	"7.4"	"4.7"	""	""	""	"5.8"	"5.8"	""	""	""	""	""	"5.8"	"6.3"	"5.2"	""	"4.1"	""	""	"6.3"	"5.2"	""	"5.2"
"3961"	"C"	"False"	"1-Phenyl-3-methyl-5-pyrazolone"	"C10 H10 N2 O"	"Full match"	"Full match"	"No results"	"Partial match"	"0.20"	"174.07935"	"175.08662"	"1.563"	"576700.826911695"	"50"	"12"	"0"	"47.9"	"40.6"	"42.4"	""	"7"	"7"	"6"	"PreferredDDA"	"[M+H]+1"	"235476.469760076"	"272421.747712562"	"304717.673876797"	"144577.017182248"	"195619.566372908"	"157336.56230165"	"24661.5701769349"	"417006.830045712"	"439036.281119009"	"357509.79171487"	"139088.79942772"	"114529.893977346"	"171905.828811913"	"409226.366177322"	"12143.1476201603"	"306376.372328201"	"540601.664785966"	"359222.064586495"	"46868.9914237451"	"298482.204603594"	"13130.2615540563"	"64785.5235062181"	"57738.512576778"	"242569.304728898"	"597762.809495107"	"12920.7567513654"	"121553.46742823"	"437647.089053277"	"5698.51784055558"	"245366.112069818"	"254105.775399877"	"258461.445675854"	"257409.956669161"	"271893.19222878"	"267308.959976887"	"225538.991757916"	"1.4"	"1.4"	"5.2"	"0.3"	"2.5"	""	""	"7.7"	""	""	""	""	""	"5.0"	""	""	"7.2"	"4.1"	""	""	""	""	"1.6"	""	"8.3"	""	""	"6.6"	""	""	"3.6"	"5.2"	"3.6"	""	""	"6.8"
